pot,date,n_lesions,size_lesions,genotype_id,type,rep,row,column,fgcc
2034,2021-07-19,0,0,FLP428,FLIP,3,85,18,0.24869243365714228
2035,2021-07-19,0,0,FLP082,FLIP,3,85,19,0.3061240165555892
2036,2021-07-19,0,0,FLP594,FLIP,3,85,20,0.23584410849057696
2057,2021-07-19,0,0,VVL036,Vavilov,3,86,17,0.2371822686780718
2058,2021-07-19,0,0,FLP312,FLIP,3,86,18,0.22070368716127303
2059,2021-07-19,0,0,FLP105,FLIP,3,86,19,0.2224525697825534
2060,2021-07-19,0,0,VVL117,Vavilov,3,86,20,0.2159671300619721
2081,2021-07-19,0,0,VVL198,Vavilov,3,87,17,0.1997899658151289
2082,2021-07-19,0,0,FLP191,FLIP,3,87,18,0.29510075639721606
2083,2021-07-19,0,0,FLP595,FLIP,3,87,19,0.2904536307955942
2084,2021-07-19,0,0,FLP417,FLIP,3,87,20,0.3536353277670386
2105,2021-07-19,0,0,FLP337,FLIP,3,88,17,0.3216884094294459
2106,2021-07-19,0,0,FLP330,FLIP,3,88,18,0.2871811004360772
2107,2021-07-19,0,0,VVL049,Vavilov,3,88,19,0.2396267296146341
2108,2021-07-19,0,0,FLP565,FLIP,3,88,20,0.23160439304504887
2037,2021-07-19,0,0,VVL067,Vavilov,3,85,21,0.08547663811507702
2038,2021-07-19,0,0,FLP426,FLIP,3,85,22,0.08557600644583159
2039,2021-07-19,0,0,FLP063,FLIP,3,85,23,0.15041715454087723
2040,2021-07-19,0,0,FLP561,FLIP,3,85,24,0.23739756672804
2061,2021-07-19,0,0,VVL208,Vavilov,3,86,21,0.08304542628928199
2062,2021-07-19,0,0,VVL163,Vavilov,3,86,22,0.2266690992842388
2063,2021-07-19,0,0,VVL106,Vavilov,3,86,23,0.15318290641354596
2064,2021-07-19,0,0,FLP146,FLIP,3,86,24,0.22360524241930635
2085,2021-07-19,0,0,FLP043,FLIP,3,87,21,0.2908014199532352
2086,2021-07-19,0,0,FLP180,FLIP,3,87,22,0.1194175476231447
2087,2021-07-19,0,0,VVL021,Vavilov,3,87,23,0.2475066382434711
2088,2021-07-19,0,0,VVL204,Vavilov,3,87,24,0.2951802510618197
2109,2021-07-19,0,0,FLP482,FLIP,3,88,21,0.29471984446265687
2110,2021-07-19,0,0,FLP458,FLIP,3,88,22,0.23955054722772223
2111,2021-07-19,0,0,VVL127,Vavilov,3,88,23,0.28464389572414395
2112,2021-07-19,0,0,FLP393,FLIP,3,88,24,0.31693197866399403
205,2021-07-19,0,0,VVL059,Vavilov,1,9,13,0.17617673815015236
206,2021-07-19,0,0,FLP182,FLIP,1,9,14,0.25535342409538997
207,2021-07-19,0,0,FLP183,FLIP,1,9,15,0.2354731333890933
208,2021-07-19,0,0,FLP184,FLIP,1,9,16,0.20255902996548944
229,2021-07-19,0,0,VVL067,Vavilov,1,10,13,0.12811227656416915
230,2021-07-19,0,0,FLP197,FLIP,1,10,14,0.2510938349837109
231,2021-07-19,0,0,FLP198,FLIP,1,10,15,0.2770587798098788
232,2021-07-19,0,0,FLP199,FLIP,1,10,16,0.184301755328184
253,2021-07-19,0,0,FLP214,FLIP,1,11,13,0.2124826139301787
254,2021-07-19,0,0,FLP215,FLIP,1,11,14,0.15842292972200336
255,2021-07-19,0,0,FLP216,FLIP,1,11,15,0.25769189214581406
256,2021-07-19,0,0,FLP217,FLIP,1,11,16,0.13535954015386878
277,2021-07-19,0,0,VVL078,Vavilov,1,12,13,0.2234959372554763
278,2021-07-19,0,0,VVL079,Vavilov,1,12,14,2.0204893920094933e-4
279,2021-07-19,0,0,VVL080,Vavilov,1,12,15,0.3219202688678732
280,2021-07-19,0,0,FLP230,FLIP,1,12,16,0.2351684038414459
209,2021-07-19,0,0,FLP185,FLIP,1,9,17,0.22714937954955253
210,2021-07-19,0,0,VVL060,Vavilov,1,9,18,0.1846594813189004
211,2021-07-19,0,0,VVL061,Vavilov,1,9,19,0.03380841840039492
212,2021-07-19,0,0,VVL062,Vavilov,1,9,20,0.20978310761134633
233,2021-07-19,0,0,FLP200,FLIP,1,10,17,0.23371431393473743
234,2021-07-19,0,0,FLP201,FLIP,1,10,18,0.23852705342095024
235,2021-07-19,0,0,FLP202,FLIP,1,10,19,0.18288741275377737
236,2021-07-19,0,0,FLP203,FLIP,1,10,20,0.24396581339091675
257,2021-07-19,1,1.3911539409942425e-4,FLP218,FLIP,1,11,17,0.27251102253901155
258,2021-07-19,1,1.5898902182791342e-4,VVL072,Vavilov,1,11,18,0.3538539380946987
259,2021-07-19,0,0,FLP219,FLIP,1,11,19,0.2252646935429076
260,2021-07-19,0,0,INT037,Introgression,1,11,20,0.13176571885824534
281,2021-07-19,0,0,FLP231,FLIP,1,12,17,0.175269174062594
282,2021-07-19,0,0,FLP232,FLIP,1,12,18,0.28697573921918446
283,2021-07-19,1,7.419501102208628e-4,VVL081,Vavilov,1,12,19,0.15682309959685486
284,2021-07-19,0,0,FLP233,FLIP,1,12,20,0.23942799295312495
21,2021-07-19,0,0,FLP057,FLIP,1,1,21,0.2772343305275452
22,2021-07-19,0,0,VVL007,Vavilov,1,1,22,0.08719239795943919
23,2021-07-19,0,0,FLP058,FLIP,1,1,23,0.2950013880664615
24,2021-07-19,0,0,FLP059,FLIP,1,1,24,0.2160002528388903
45,2021-07-19,0,0,FLP075,FLIP,1,2,21,0.2429688178056793
46,2021-07-19,0,0,VVL012,Vavilov,1,2,22,0.07075687605263409
47,2021-07-19,0,0,FLP076,FLIP,1,2,23,0.3118608815178194
48,2021-07-19,0,0,FLP077,FLIP,1,2,24,0.2877574367544537
69,2021-07-19,0,0,FLP093,FLIP,1,3,21,0.16875723612047816
70,2021-07-19,0,0,FLP094,FLIP,1,3,22,0.19060833205340705
71,2021-07-19,0,0,FLP095,FLIP,1,3,23,0.18492115125655412
72,2021-07-19,0,0,VVL018,Vavilov,1,3,24,0.25351179769873866
93,2021-07-19,0,0,FLP111,FLIP,1,4,21,0.24722509463966652
94,2021-07-19,0,0,WLD085,Wild cicer,1,4,22,0
95,2021-07-19,0,0,FLP112,FLIP,1,4,23,0.2997843170534479
96,2021-07-19,0,0,VVL023,Vavilov,1,4,24,0.29191434525768634
2113,2021-07-19,0,0,FLP082,FLIP,3,89,1,0.22826230485400364
2114,2021-07-19,0,0,VVL066,Vavilov,3,89,2,0.2864954589538707
2115,2021-07-19,0,0,FLP166,FLIP,3,89,3,0.257930376139625
2116,2021-07-19,0,0,FLP500,FLIP,3,89,4,0.31806477763459606
2137,2021-07-19,0,0,VVL170,Vavilov,3,90,1,0.17164222999005238
2138,2021-07-19,0,0,FLP241,FLIP,3,90,2,0.22627162596122052
2139,2021-07-19,0,0,FLP401,FLIP,3,90,3,0.24180289605815908
2140,2021-07-19,0,0,FLP399,FLIP,3,90,4,0.2501928954515362
2161,2021-07-19,0,0,FLP357,FLIP,3,91,1,0.2703944770939393
2162,2021-07-19,0,0,FLP204,FLIP,3,91,2,0.23558575083061511
2163,2021-07-19,0,0,VVL082,Vavilov,3,91,3,0.1415203766606518
2164,2021-07-19,0,0,FLP445,FLIP,3,91,4,0.25965938509475445
2185,2021-07-19,0,0,VVL004,Vavilov,3,92,1,0.2746308802617756
2186,2021-07-19,0,0,VVL019,Vavilov,3,92,2,0.25477708777701347
2187,2021-07-19,0,0,VVL215,Vavilov,3,92,3,0.17242723980301344
2188,2021-07-19,0,0,VVL041,Vavilov,3,92,4,0.06256892559845792
2117,2021-07-19,0,0,FLP413,FLIP,3,89,5,0.16268914338906604
2118,2021-07-19,0,0,FLP352,FLIP,3,89,6,0.30927399264050887
2119,2021-07-19,0,0,FLP171,FLIP,3,89,7,0.19431145851286052
2120,2021-07-19,0,0,FLP079,FLIP,3,89,8,0.15811488789666422
2141,2021-07-19,0,0,VVL202,Vavilov,3,90,5,0.297588276943772
2142,2021-07-19,0,0,FLP532,FLIP,3,90,6,0.2491594648116887
2143,2021-07-19,0,0,FLP523,FLIP,3,90,7,0.2944515499696196
2144,2021-07-19,0,0,FLP502,FLIP,3,90,8,0.2977273926068284
2165,2021-07-19,0,0,VVL053,Vavilov,3,91,5,0.256870447278243
2166,2021-07-19,0,0,FLP282,FLIP,3,91,6,0.16921101816425735
2167,2021-07-19,0,0,FLP229,FLIP,3,91,7,0.23369775254627836
2168,2021-07-19,0,0,FLP343,FLIP,3,91,8,0.2984130340890349
2189,2021-07-19,0,0,INT032,Introgression,3,92,5,0.14306721034273123
2190,2021-07-19,0,0,FLP516,FLIP,3,92,6,0.2886583762866284
2191,2021-07-19,0,0,VVL028,Vavilov,3,92,7,0.21298608013933515
2192,2021-07-19,0,0,WLD129,Wild cicer,3,92,8,0.03053920031856971
2121,2021-07-19,0,0,FLP121,FLIP,3,89,9,0.2720042440521633
2122,2021-07-19,0,0,FLP217,FLIP,3,89,10,0.20584149715808192
2123,2021-07-19,0,0,FLP485,FLIP,3,89,11,0.1905453987772625
2124,2021-07-19,0,0,VVL027,Vavilov,3,89,12,0.2606530684023001
2145,2021-07-19,0,0,FLP318,FLIP,3,90,9,0.24895741587248776
2146,2021-07-19,0,0,FLP366,FLIP,3,90,10,0.24624134816519633
2147,2021-07-19,0,0,VVL073,Vavilov,3,90,11,0.1404770091877289
2148,2021-07-19,0,0,FLP060,FLIP,3,90,12,0.290019722417966
2169,2021-07-19,0,0,FLP057,FLIP,3,91,9,0.2758365493415977
2170,2021-07-19,0,0,FLP109,FLIP,3,91,10,0.24996103601310887
2171,2021-07-19,0,0,FLP112,FLIP,3,91,11,0.2571751768258903
2172,2021-07-19,0,0,VVL128,Vavilov,3,91,12,0.2246154871153111
2193,2021-07-19,0,0,FLP341,FLIP,3,92,9,0.2626702455166178
2194,2021-07-19,0,0,FLP361,FLIP,3,92,10,0.26545918333312923
2195,2021-07-19,1,4.736538153091493e-4,FLP292,FLIP,3,92,11,0.239225944013924
2196,2021-07-19,0,0,FLP381,FLIP,3,92,12,0.21185328116873312
2125,2021-07-19,0,0,FLP278,FLIP,3,89,13,0.2338567418754857
2126,2021-07-19,0,0,FLP580,FLIP,3,89,14,0.1680053490844353
2127,2021-07-19,0,0,FLP138,FLIP,3,89,15,0.2839681910750129
2128,2021-07-19,0,0,VVL119,Vavilov,3,89,16,0.1368699387813382
2149,2021-07-19,0,0,FLP230,FLIP,3,90,13,0.28371314569274286
2150,2021-07-19,0,0,INT045,Introgression,3,90,14,0.24500255630845608
2151,2021-07-19,0,0,FLP493,FLIP,3,90,15,0.2794071846933784
2152,2021-07-19,0,0,FLP125,FLIP,3,90,16,0.1673594549345306
2173,2021-07-19,0,0,FLP089,FLIP,3,91,13,0.23404554170391936
2174,2021-07-19,0,0,FLP443,FLIP,3,91,14,0.33027383320664033
2175,2021-07-19,0,0,FLP362,FLIP,3,91,15,0.23439995541694397
2176,2021-07-19,0,0,FLP123,FLIP,3,91,16,0.25424712334632243
2197,2021-07-19,0,0,FLP115,FLIP,3,92,13,0.25097459298680547
2198,2021-07-19,0,0,FLP575,FLIP,3,92,14,0.28138461447539426
2199,2021-07-19,0,0,FLP608,FLIP,3,92,15,0.22338331981395448
2200,2021-07-19,0,0,FLP208,FLIP,3,92,16,0.275409265519353
2129,2021-07-19,0,0,FLP072,FLIP,3,89,17,0.332675234533209
2130,2021-07-19,0,0,FLP268,FLIP,3,89,18,0.2455192716283798
2131,2021-07-19,0,0,FLP182,FLIP,3,89,19,0.3662749794390193
2132,2021-07-19,0,0,FLP332,FLIP,3,89,20,0.0763314394079652
2153,2021-07-19,0,0,FLP069,FLIP,3,90,17,0.3200918915819892
2154,2021-07-19,0,0,VVL142,Vavilov,3,90,18,0.1841262046105176
2155,2021-07-19,0,0,FLP487,FLIP,3,90,19,0.24981198351697703
2156,2021-07-19,0,0,VVL097,Vavilov,3,90,20,0.2221180297356797
2177,2021-07-19,0,0,VVL211,Vavilov,3,91,17,0.3092673680851252
2178,2021-07-19,1,3.5772455981390294e-4,VVL147,Vavilov,3,91,18,0.1806118779794978
2179,2021-07-19,0,0,VVL193,Vavilov,3,91,19,0.274312901603361
2180,2021-07-19,0,0,FLP142,FLIP,3,91,20,0.2177888827924725
2201,2021-07-19,0,0,FLP242,FLIP,3,92,17,0.33607031916732333
2202,2021-07-19,0,0,VVL207,Vavilov,3,92,18,0.13053355155688873
2203,2021-07-19,0,0,FLP386,FLIP,3,92,19,0.2921263310299627
2204,2021-07-19,0,0,VVL134,Vavilov,3,92,20,0.1886805864367685
213,2021-07-19,0,0,FLP186,FLIP,1,9,21,0.22822586979939363
214,2021-07-19,0,0,VVL063,Vavilov,1,9,22,0.2563338582921683
215,2021-07-19,0,0,FLP187,FLIP,1,9,23,0.27031498242933566
216,2021-07-19,0,0,INT035,Introgression,1,9,24,0.14256043185588294
237,2021-07-19,0,0,VVL068,Vavilov,1,10,21,0.2350061022345468
238,2021-07-19,0,0,FLP204,FLIP,1,10,22,0.19561980820112895
239,2021-07-19,0,0,VVL069,Vavilov,1,10,23,0.27606178422464134
240,2021-07-19,0,0,FLP205,FLIP,1,10,24,0.2348967970707168
261,2021-07-19,0,0,WLD129,Wild cicer,1,11,21,0.03319233474971661
262,2021-07-19,0,0,VVL073,Vavilov,1,11,22,0.1280129082334146
263,2021-07-19,0,0,VVL074,Vavilov,1,11,23,0.1846661058742841
264,2021-07-19,0,0,VVL075,Vavilov,1,11,24,0.2688575802449354
285,2021-07-19,0,0,FLP234,FLIP,1,12,21,0.16339134625973165
286,2021-07-19,0,0,FLP235,FLIP,1,12,22,0.23536382822526325
287,2021-07-19,0,0,FLP236,FLIP,1,12,23,0.37311814515031705
288,2021-07-19,0,0,FLP237,FLIP,1,12,24,0.23378718404395749
2133,2021-07-19,0,0,FLP122,FLIP,3,89,21,0.12946699814012305
2134,2021-07-19,0,0,FLP462,FLIP,3,89,22,0.2207831818258767
2135,2021-07-19,0,0,FLP504,FLIP,3,89,23,0.24902366142632415
2136,2021-07-19,0,0,FLP498,FLIP,3,89,24,0.2611267241122302
2157,2021-07-19,0,0,FLP128,FLIP,3,90,21,0.21723904469563057
2158,2021-07-19,0,0,FLP181,FLIP,3,90,22,0.29980750299729064
2159,2021-07-19,0,0,FLP317,FLIP,3,90,23,0.24592005722908988
2160,2021-07-19,0,0,FLP590,FLIP,3,90,24,0.23341289666478196
2181,2021-07-19,0,0,FLP567,FLIP,3,91,21,0.2013931082179692
2182,2021-07-19,0,0,FLP197,FLIP,3,91,22,0.2187858783777099
2183,2021-07-19,0,0,FLP132,FLIP,3,91,23,0.2791753252549511
2184,2021-07-19,0,0,VVL007,Vavilov,3,91,24,0.06457616587970014
2205,2021-07-19,0,0,FLP331,FLIP,3,92,21,0.27338546384965173
2206,2021-07-19,0,0,FLP274,FLIP,3,92,22,0.2731734780773753
2207,2021-07-19,0,0,FLP451,FLIP,3,92,23,0.13825447085651846
2208,2021-07-19,0,0,FLP432,FLIP,3,92,24,0.31561700442034196
2209,2021-07-19,0,0,FLP605,FLIP,3,93,1,0.30026459731876165
2210,2021-07-19,0,0,VVL103,Vavilov,3,93,2,0.25941758882325167
2211,2021-07-19,0,0,FLP384,FLIP,3,93,3,0.23171038593118704
2212,2021-07-19,0,0,FLP276,FLIP,3,93,4,0.24527416307918523
2233,2021-07-19,0,0,FLP551,FLIP,3,94,1,0.20757713066859496
2234,2021-07-19,0,0,VVL111,Vavilov,3,94,2,0.2608849278407274
2235,2021-07-19,0,0,FLP152,FLIP,3,94,3,0.17510687245569487
2236,2021-07-19,0,0,FLP578,FLIP,3,94,4,0.22230682956411335
2257,2021-07-19,0,0,FLP296,FLIP,3,95,1,0.3197904743120337
2258,2021-07-19,0,0,VVL105,Vavilov,3,95,2,0.16828026813285624
2259,2021-07-19,0,0,FLP418,FLIP,3,95,3,0.09012707599439068
2260,2021-07-19,0,0,FLP283,FLIP,3,95,4,0.23726176334267543
2281,2021-07-19,0,0,VVL003,Vavilov,3,96,1,0.22536074959597036
2282,2021-07-19,0,0,VVL052,Vavilov,3,96,2,0.13024207112000866
2283,2021-07-19,0,0,FLP438,FLIP,3,96,3,0.1950964683258216
2284,2021-07-19,0,0,FLP538,FLIP,3,96,4,0.327153667620947
2213,2021-07-19,0,0,VVL217,Vavilov,3,93,5,0.2515277433613392
2214,2021-07-19,0,0,FLP083,FLIP,3,93,6,0.2540417621294297
2215,2021-07-19,0,0,VVL140,Vavilov,3,93,7,0.16508392016025106
2216,2021-07-19,0,0,FLP560,FLIP,3,93,8,0.3136263255275588
2237,2021-07-19,0,0,VVL065,Vavilov,3,94,5,0.22397290524309824
2238,2021-07-19,0,0,FLP440,FLIP,3,94,6,0.2758365493415977
2239,2021-07-19,0,0,FLP254,FLIP,3,94,7,0.2659990845968957
2240,2021-07-19,0,0,VVL026,Vavilov,3,94,8,0.17819060298677822
2261,2021-07-19,0,0,FLP228,FLIP,3,95,5,0.17272865707296894
2262,2021-07-19,0,0,FLP202,FLIP,3,95,6,0.2180604895632016
2263,2021-07-19,0,0,VVL196,Vavilov,3,95,7,0.15394804256035613
2264,2021-07-19,1,4.736538153091493e-4,FLP414,FLIP,3,95,8,0.25694000510977116
2285,2021-07-19,0,0,VVL088,Vavilov,3,96,5,0.26120621877683387
2286,2021-07-19,0,0,VVL076,Vavilov,3,96,6,0.26074912445536286
2287,2021-07-19,0,0,FLP513,FLIP,3,96,7,0.2742102209949146
2288,2021-07-19,1,5.100887241790839e-4,VVL214,Vavilov,3,96,8,0.20929620279064895
2217,2021-07-19,0,0,FLP479,FLIP,3,93,9,0.12359101751483643
2218,2021-07-19,0,0,VVL175,Vavilov,3,93,10,0.2920137135884409
2219,2021-07-19,0,0,FLP515,FLIP,3,93,11,0.19855779851377228
2220,2021-07-19,0,0,FLP176,FLIP,3,93,12,0.3047726072573271
2241,2021-07-19,0,0,FLP285,FLIP,3,94,9,0.22424119973613557
2242,2021-07-19,0,0,FLP109,FLIP,3,94,10,0.19312566309918935
2243,2021-07-19,0,0,FLP350,FLIP,3,94,11,0.20490412257129717
2244,2021-07-19,0,0,VVL167,Vavilov,3,94,12,0.221819924743416
2265,2021-07-19,0,0,FLP472,FLIP,3,95,9,0.2706395856431339
2266,2021-07-19,0,0,FLP490,FLIP,3,95,10,0.17064854668250673
2267,2021-07-19,0,0,FLP136,FLIP,3,95,11,0.14764477811282486
2268,2021-07-19,0,0,VVL227,Vavilov,3,95,12,0.17912797757356294
2289,2021-07-19,0,0,FLP566,FLIP,3,96,9,0.17065517123789037
2290,2021-07-19,0,0,FLP190,FLIP,3,96,10,0.23390311376317113
2291,2021-07-19,0,0,VVL051,Vavilov,3,96,11,0.16345096725818437
2292,2021-07-19,0,0,FLP410,FLIP,3,96,12,0.16371594947352988
2221,2021-07-19,0,0,VVL091,Vavilov,3,93,13,0.27455138559717196
2222,2021-07-19,0,0,FLP371,FLIP,3,93,14,0.243339792907163
2223,2021-07-19,0,0,VVL222,Vavilov,3,93,15,0.19670954756173736
2224,2021-07-19,1,2.9810379984491917e-4,VVL037,Vavilov,3,93,16,0.03785602173979754
2245,2021-07-19,0,0,FLP205,FLIP,3,94,13,0.276634808265326
2246,2021-07-19,0,0,VVL154,Vavilov,3,94,14,0.25845702829262424
2247,2021-07-19,0,0,FLP076,FLIP,3,94,15,0.24814922011568397
2248,2021-07-19,0,0,FLP210,FLIP,3,94,16,0.18654085504785353
2269,2021-07-19,0,0,FLP544,FLIP,3,95,13,0.24613866755674993
2270,2021-07-19,1,0.00157664711598436,FLP157,FLIP,3,95,14,0.22566216686592583
2271,2021-07-19,0,0,FLP149,FLIP,3,95,15,0.3180051566361433
2272,2021-07-19,0,0,FLP220,FLIP,3,95,16,0.2907649848986252
2293,2021-07-19,0,0,FLP402,FLIP,3,96,13,0.2442506692724132
2294,2021-07-19,0,0,FLP239,FLIP,3,96,14,0.1911780438163999
2295,2021-07-19,0,0,FLP293,FLIP,3,96,15,0.22397621752079008
2296,2021-07-19,0,0,FLP064,FLIP,3,96,16,0.22076993271510945
2225,2021-07-19,1,4.637170219809854e-4,FLP503,FLIP,3,93,17,0.25724473465741854
2226,2021-07-19,0,0,FLP363,FLIP,3,93,18,0.2617792428175185
2227,2021-07-19,0,0,FLP397,FLIP,3,93,19,0.2133305570192843
2228,2021-07-19,0,0,FLP130,FLIP,3,93,20,0.2748196800902093
2249,2021-07-19,1,2.9810379984491917e-4,FLP061,FLIP,3,94,17,0.31118848914638014
2250,2021-07-19,0,0,FLP481,FLIP,3,94,18,0.22379404224774
2251,2021-07-19,0,0,FLP547,FLIP,3,94,19,0.29253374118605646
2252,2021-07-19,0,0,FLP450,FLIP,3,94,20,0.3120563059016367
2273,2021-07-19,1,4.007839975692802e-4,VVL074,Vavilov,3,95,17,0.21421824744069176
2274,2021-07-19,0,0,FLP048,FLIP,3,95,18,0.3398463157359968
2275,2021-07-19,0,0,VVL048,Vavilov,3,95,19,0.24164390672895175
2276,2021-07-19,0,0,VVL055,Vavilov,3,95,20,0.1820030346100617
2297,2021-07-19,0,0,VVL096,Vavilov,3,96,17,0.3055675539033636
2298,2021-07-19,0,0,FLP280,FLIP,3,96,18,0.2282854907978464
2299,2021-07-19,0,0,VVL035,Vavilov,3,96,19,0.22821593296631815
2300,2021-07-19,0,0,FLP530,FLIP,3,96,20,0.28889023572505573
2229,2021-07-19,0,0,FLP174,FLIP,3,93,21,0.3038749800028442
2230,2021-07-19,0,0,FLP391,FLIP,3,93,22,0.20966055333674904
2231,2021-07-19,1,7.320131115318927e-4,FLP128,FLIP,3,93,23,0.1667069362292423
2232,2021-07-19,0,0,FLP168,FLIP,3,93,24,0.23171369820887888
2253,2021-07-19,0,0,FLP430,FLIP,3,94,21,0.2489474790394123
2254,2021-07-19,0,0,FLP131,FLIP,3,94,22,0.18454023932199495
2255,2021-07-19,0,0,FLP209,FLIP,3,94,23,0.112756557184897
2256,2021-07-19,0,0,FLP512,FLIP,3,94,24,0.3098702026250363
2277,2021-07-19,0,0,VVL094,Vavilov,3,95,21,0.23836806409174296
2278,2021-07-19,0,0,FLP259,FLIP,3,95,22,0.2386065480855539
2279,2021-07-19,0,0,FLP326,FLIP,3,95,23,0.24343253668253395
2280,2021-07-19,0,0,FLP244,FLIP,3,95,24,0.14181848165291552
2301,2021-07-19,0,0,VVL200,Vavilov,3,96,21,0.19436445495592963
2302,2021-07-19,0,0,VVL084,Vavilov,3,96,22,0.23437345719540945
2303,2021-07-19,0,0,FLP199,FLIP,3,96,23,0.22394971929925553
2304,2021-07-19,0,0,VVL112,Vavilov,3,96,24,0.21157504984262032
2305,2021-07-19,0,0,VVL178,Vavilov,3,97,1,0.14951621500870252
2306,2021-07-19,0,0,FLP377,FLIP,3,97,2,0.15518683441709635
2307,2021-07-19,0,0,INT041,Introgression,3,97,3,0.17354347738515638
2308,2021-07-19,0,0,FLP468,FLIP,3,97,4,0.2577680745327259
2329,2021-07-19,0,0,FLP194,FLIP,3,98,1,0.27693953781297337
2330,2021-07-19,0,0,FLP087,FLIP,3,98,2,0.2472913401935029
2331,2021-07-19,0,0,FLP370,FLIP,3,98,3,0.19493085444123065
2332,2021-07-19,1,3.1797738650124707e-4,FLP425,FLIP,3,98,4,0.289178403884244
2353,2021-07-19,0,0,VVL190,Vavilov,3,99,1,0.1072515516610941
2354,2021-07-19,0,0,VVL151,Vavilov,3,99,2,0.2871910372691527
2355,2021-07-19,0,0,FLP499,FLIP,3,99,3,0.25007365345463073
2356,2021-07-19,0,0,VVL024,Vavilov,3,99,4,0.28244785561446806
2377,2021-07-19,0,0,FLP457,FLIP,3,100,1,0.3054913715164518
2378,2021-07-19,0,0,FLP521,FLIP,3,100,2,0.25301164376727403
2379,2021-07-19,0,0,FLP380,FLIP,3,100,3,0.27409097899800916
2380,2021-07-19,0,0,FLP339,FLIP,3,100,4,0.2311208005020433
2309,2021-07-28,0,0,INT036,Introgression,3,97,5,0.22580459480667409
2310,2021-07-28,0,0,FLP263,FLIP,3,97,6,0.281096446316206
2311,2021-07-28,0,0,WLD131,Wild cicer,3,97,7,0.04176782169383559
2312,2021-07-28,0,0,FLP253,FLIP,3,97,8,0.325361725389673
2333,2021-07-28,0,0,VVL186,Vavilov,3,98,5,0.22148869697423412
2334,2021-07-28,0,0,FLP162,FLIP,3,98,6,0.2289048867262165
2335,2021-07-28,0,0,FLP556,FLIP,3,98,7,0.3645327213731226
2336,2021-07-28,0,0,FLP536,FLIP,3,98,8,0.3617868431666048
2357,2021-07-28,0,0,FLP400,FLIP,3,99,5,0.3548277477360934
2358,2021-07-28,0,0,FLP160,FLIP,3,99,6,0.06894174787751736
2359,2021-07-28,0,0,VVL110,Vavilov,3,99,7,0.2063813984218484
2360,2021-07-28,0,0,FLP309,FLIP,3,99,8,0.32013163891429103
2381,2021-07-28,0,0,FLP390,FLIP,3,100,5,0.34850792190010305
2382,2021-07-28,0,0,FLP395,FLIP,3,100,6,0.32060529462422116
2383,2021-07-28,0,0,FLP495,FLIP,3,100,7,0.3350037657505576
2384,2021-07-28,0,0,FLP368,FLIP,3,100,8,0.3482628133509085
2313,2021-07-28,0,0,VVL089,Vavilov,3,97,9,0.19178419063400276
2314,2021-07-28,0,0,FLP062,FLIP,3,97,10,0.26414752136716896
2315,2021-07-28,0,0,FLP452,FLIP,3,97,11,0.25841065640493877
2316,2021-07-28,1,3.312264442721324e-4,FLP358,FLIP,3,97,12,0.3041234008297306
2337,2021-07-28,0,0,FLP054,FLIP,3,98,9,0.28115937959235054
2338,2021-07-28,0,0,VVL172,Vavilov,3,98,10,0.27238846826441426
2339,2021-07-28,0,0,FLP183,FLIP,3,98,11,0.238202450207152
2340,2021-07-28,0,0,FLP233,FLIP,3,98,12,0.40110689164618624
2361,2021-07-28,0,0,VVL078,Vavilov,3,99,9,0.14559779049928082
2362,2021-07-28,1,4.3059437755377206e-4,FLP510,FLIP,3,99,10,0.4025974166075047
2363,2021-07-28,0,0,FLP135,FLIP,3,99,11,0.3813060956044933
2364,2021-07-28,0,0,FLP184,FLIP,3,99,12,0.2356387472736842
2385,2021-07-28,0,0,FLP524,FLIP,3,100,9,0.4305132929941539
2386,2021-07-28,0,0,FLP603,FLIP,3,100,10,0.28592243491318603
2387,2021-07-28,0,0,FLP597,FLIP,3,100,11,0.32119819233105673
2388,2021-07-28,0,0,VVL013,Vavilov,3,100,12,0.34289361121247014
2317,2021-07-28,1,2.6829341986042726e-4,FLP246,FLIP,3,97,13,0.30325889635216585
2318,2021-07-28,0,0,VVL125,Vavilov,3,97,14,0.32208588275246414
2319,2021-07-28,0,0,FLP189,FLIP,3,97,15,0.20570900605040915
2320,2021-07-28,0,0,FLP509,FLIP,3,97,16,0.1843050676058758
2341,2021-07-28,3,6.955755329714781e-4,FLP501,FLIP,3,98,13,0.4093544630988152
2342,2021-07-28,1,1.5898902182791342e-4,FLP489,FLIP,3,98,14,0.3296445004451948
2343,2021-07-28,0,0,FLP601,FLIP,3,98,15,0.28937051599036945
2344,2021-07-28,1,2.3848303987593532e-4,FLP155,FLIP,3,98,16,0.4297315954588847
2365,2021-07-28,0,0,VVL194,Vavilov,3,99,13,0.2168382590949205
2366,2021-07-28,0,0,VVL014,Vavilov,3,99,14,0.19480167561124972
2367,2021-07-28,4,6.227063313140274e-4,FLP453,FLIP,3,99,15,0.454464372983696
2368,2021-07-28,0,0,FLP249,FLIP,3,99,16,0.24805978861800487
2389,2021-07-28,0,0,FLP576,FLIP,3,100,13,0.2529818332680477
2390,2021-07-28,3,5.001526290776609e-4,FLP527,FLIP,3,100,14,0.38621820342146057
2391,2021-07-28,0,0,FLP223,FLIP,3,100,15,0.39127605145686795
2392,2021-07-28,1,2.3848303987593532e-4,FLP365,FLIP,3,100,16,0.3309694115219223
2321,2021-07-28,1,6.889536737765154e-4,FLP528,FLIP,3,97,17,0.32287751712080887
