pot,date,n_lesions,size_lesions,genotype_id,type,rep,row,column,canon_fgcc
1193,2022-06-28,0,0,FLP084,FLIP,2,50,17,0.02086403718076688
1194,2022-06-28,0,0,FLP827,FLIP,2,50,18,0.00162301606899123
1195,2022-06-28,0,0,FLP843,FLIP,2,50,19,0.03291410342360382
1196,2022-06-28,0,0,FLP918,FLIP,2,50,20,0.02224856925594716
1197,2022-06-28,0,0,FLP597,FLIP,2,50,21,0.04098943643625816
1198,2022-06-28,0,0,INT093,Introgression,2,50,22,0.05033999636026275
1199,2022-06-28,0,0,WLD142,Wild cicer,2,50,23,0.01601155036225228
12,2022-06-28,0,0,WLD137,Wild cicer,1,1,12,0
120,2022-06-28,0,0,FLP660,FLIP,1,5,24,0.03068825281470156
1200,2022-06-28,0,0,FLP414,FLIP,2,50,24,0.03431850916493502
1201,2022-06-28,0,0,FLP970,FLIP,2,51,1,0.01278539189042072
1202,2022-06-28,0,0,FLP884,FLIP,2,51,2,0.01273570772504344
1203,2022-06-28,0,0,FLP786,FLIP,2,51,3,0.00906570404250817
1204,2022-06-28,0,0,FLP364,FLIP,2,51,4,0.05243666813918408
1205,2022-06-28,0,0,FLP779,FLIP,2,51,5,0.0359150270123917
1206,2022-06-28,0,0,INT101,Introgression,2,51,6,0.043844619806606
1207,2022-06-28,0,0,WLD177,Wild cicer,2,51,7,0.00368325279330255
1208,2022-06-28,0,0,FLP852,FLIP,2,51,8,0.03951547286339878
1209,2022-06-28,0,0,WLD191,Wild cicer,2,51,9,0.00199399117047494
121,2022-06-28,0,0,FLP661,FLIP,1,6,1,0.03722337670066014
1210,2022-06-28,0,0,FLP468,FLIP,2,51,10,0.05967399489580825
1211,2022-06-28,0,0,FLP754,FLIP,2,51,11,0.06083329208794484
1212,2022-06-28,0,0,FLP626,FLIP,2,51,12,0.04724632899610395
1213,2022-06-28,0,0,INT064,Introgression,2,51,13,0.03940947997726057
1214,2022-06-28,0,0,INT084,Introgression,2,51,14,0.0079295927942143
1215,2022-06-28,1,2.3185851099049264e-4,FLP670,FLIP,2,51,15,0.02594175888232516
1216,2022-06-28,0,0,INT068,Introgression,2,51,16,0.01639908685219508
1217,2022-06-28,0,0,INT032,Introgression,2,51,17,0.03936642036726693
1218,2022-06-28,0,0,VVL098,Vavilov,2,51,18,0.05520242001185281
1219,2022-06-28,0,0,FLP717,FLIP,2,51,19,0.00945986508783461
122,2022-06-28,0,0,WLD158,Wild cicer,1,6,2,0.00480280265313732
1220,2022-06-28,0,0,WLD237,Wild cicer,2,51,20,0.00149383723901029
1221,2022-06-28,0,0,OTH009,Other,2,51,21,0.0370577628160692
1222,2022-06-28,0,0,FLP675,FLIP,2,51,22,0.00555468968918019
1223,2022-06-28,0,0,WLD144,Wild cicer,2,51,23,0.00341495830026522
1224,2022-06-28,0,0,FLP506,FLIP,2,51,24,0.04524571327024537
1225,2022-06-28,0,0,FLP456,FLIP,2,52,1,0.05600399121327297
1226,2022-06-28,0,0,FLP642,FLIP,2,52,2,0.03722668897835196
1227,2022-06-28,0,0,FLP860,FLIP,2,52,3,0.04845862263130965
1228,2022-06-28,0,0,FLP486,FLIP,2,52,4,0.04609034408165918
1229,2022-06-28,0,0,WLD197,Wild cicer,2,52,5,0.00566399485301021
123,2022-06-28,0,0,FLP662,FLIP,1,6,3,0.03209928311141639
1230,2022-06-28,0,0,CVR033,Cultivar,2,52,6,0.01931057894330384
1231,2022-06-28,0,0,WLD168,Wild cicer,2,52,7,0.00884709371484812
1232,2022-06-28,0,0,FLP875,FLIP,2,52,8,0.02751840306363093
1233,2022-06-28,0,0,INT092,Introgression,2,52,9,0.02513025084782955
1234,2022-06-28,0,0,INT059,Introgression,2,52,10,0.03324533119278571
1235,2022-06-28,0,0,FLP937,FLIP,2,52,11,0.00968178769318647
1236,2022-06-28,0,0,WLD207,Wild cicer,2,52,12,6.160836506783045e-4
1237,2022-06-28,0,0,FLP731,FLIP,2,52,13,0
1238,2022-06-28,0,0,FLP886,FLIP,2,52,14,0.01556439287385673
1239,2022-06-28,0,0,WLD242,Wild cicer,2,52,15,0.00437220655320087
124,2022-06-28,0,0,WLD159,Wild cicer,1,6,4,0.00306716914262424
1240,2022-06-28,0,0,FLP659,FLIP,2,52,16,0.01981073287476849
1241,2022-06-28,0,0,FLP645,FLIP,2,52,17,0.02604775176846337
1242,2022-06-28,0,0,CVR189,Cultivar,2,52,18,0.02481227218941494
1243,2022-06-28,0,0,WLD192,Wild cicer,2,52,19,0.02878369314190573
1244,2022-06-28,0,0,FLP801,FLIP,2,52,20,0.0240504483202966
1245,2022-06-28,0,0,WLD143,Wild cicer,2,52,21,0.00749237213889422
1246,2022-06-28,0,0,FLP854,FLIP,2,52,22,0.02411338159644116
1247,2022-06-28,0,0,FLP199,FLIP,2,52,23,0.0333844468558421
1248,2022-06-28,0,0,INT089,Introgression,2,52,24,0.02797880966279375
1249,2022-06-28,0,0,INT052,Introgression,2,53,1,0.02295739668199639
125,2022-06-28,0,0,FLP663,FLIP,1,6,5,0.01057610266997756
1250,2022-06-28,0,0,CVR484,Cultivar,2,53,2,0.05178746171158759
1251,2022-06-28,0,0,WLD157,Wild cicer,2,53,3,0.02635910587149434
1252,2022-06-28,0,0,FLP701,FLIP,2,53,4,0.04080063660782449
1253,2022-06-28,0,0,FLP966,FLIP,2,53,5,0.00911538820788545
1254,2022-06-28,0,0,VVL101,Vavilov,2,53,6,0.0437916233635369
1255,2022-06-28,0,0,INT039,Introgression,2,53,7,0.03765397280059659
1256,2022-06-28,0,0,FLP879,FLIP,2,53,8,0.01113256532220312
1257,2022-06-28,0,0,WLD175,Wild cicer,2,53,9,0.00301086042186332
1258,2022-06-28,0,0,WLD186,Wild cicer,2,53,10,0.0070684005943414
1259,2022-06-28,0,0,WLD194,Wild cicer,2,53,11,0.00214966822199042
126,2022-06-28,0,0,WLD160,Wild cicer,1,6,6,0.00324271986029064
1260,2022-06-28,0,0,FLP644,FLIP,2,53,12,0.05288713790527144
1261,2022-06-28,0,0,FLP948,FLIP,2,53,13,0.03028415493629967
1262,2022-06-28,0,0,FLP524,FLIP,2,53,14,0.04530533426869811
1263,2022-06-28,0,0,WLD274,Wild cicer,2,53,15,0.00653181160826675
1264,2022-06-28,0,0,WLD172,Wild cicer,2,53,16,0.002742565928826
1265,2022-06-28,0,0,VVL014,Vavilov,2,53,17,0.0302907794916833
1266,2022-06-28,0,0,FLP226,FLIP,2,53,18,0.03481866309639966
1267,2022-06-28,0,0,FLP881,FLIP,2,53,19,0.0037097510148371
1268,2022-06-28,0,0,FLP772,FLIP,2,53,20,0.03410321111496679
1269,2022-06-28,0,0,FLP257,FLIP,2,53,21,0.03400715506190405
127,2022-06-28,0,0,FLP664,FLIP,1,6,7,0.03299028581051566
1270,2022-06-28,0,0,FLP602,FLIP,2,53,22,0.0350372734240597
1271,2022-06-28,0,0,FLP915,FLIP,2,53,23,0.02084416351461597
1272,2022-06-28,0,0,WLD246,Wild cicer,2,53,24,0.00946980192091006
1273,2022-06-28,0,0,FLP663,FLIP,2,54,1,0
1274,2022-06-28,0,0,FLP628,FLIP,2,54,2,0.04854142957360512
1275,2022-06-28,0,0,FLP865,FLIP,2,54,3,0.0295521415664077
1276,2022-06-28,0,0,FLP851,FLIP,2,54,4,0.00726713725585053
1277,2022-06-28,0,0,WLD243,Wild cicer,2,54,5,0.00362694407254163
1278,2022-06-28,0,0,FLP359,FLIP,2,54,6,0.01176521036134052
1279,2022-06-28,0,0,FLP897,FLIP,2,54,7,0.0141864853540601
128,2022-06-28,0,0,WLD161,Wild cicer,1,6,8,0.0016362651797585
1280,2022-06-28,0,0,WLD278,Wild cicer,2,54,8,0
1281,2022-06-28,0,0,FLP679,FLIP,2,54,9,0.02100977739920691
1282,2022-06-28,0,0,INT047,Introgression,2,54,10,0.05971374222811008
1283,2022-06-28,0,0,WLD256,Wild cicer,2,54,11,0.00231528210658137
1284,2022-06-28,0,0,FLP930,FLIP,2,54,12,0.03073793698007885
1285,2022-06-28,0,0,FLP888,FLIP,2,54,13,0
1286,2022-06-28,0,0,FLP736,FLIP,2,54,14,0.05700098679851044
1287,2022-06-28,0,0,FLP612,FLIP,2,54,15,0.04217191957223749
1288,2022-06-28,0,0,FLP905,FLIP,2,54,16,0.04992264937109358
1289,2022-06-28,0,0,FLP484,FLIP,2,54,17,0.04543451309867905
129,2022-06-28,0,0,CVR025,Cultivar,1,6,9,0.02577945727542604
1290,2022-06-28,0,0,WLD199,Wild cicer,2,54,18,7.022028706655944e-4
1291,2022-06-28,0,0,INT087,Introgression,2,54,19,0.04063502272323355
1292,2022-06-28,0,0,FLP323,FLIP,2,54,20,0.04369225503278234
1293,2022-06-28,0,0,INT057,Introgression,2,54,21,0.02169873115910523
1294,2022-06-28,0,0,INT097,Introgression,2,54,22,0.00750562124966149
1295,2022-06-28,0,0,FLP748,FLIP,2,54,23,0.01020843984618567
1296,2022-06-28,0,0,FLP709,FLIP,2,54,24,0
1297,2022-06-28,0,0,FLP819,FLIP,2,55,1,0.01895947750797105
1298,2022-06-28,0,0,WLD182,Wild cicer,2,55,2,0.01387844352872094
1299,2022-06-28,0,0,FLP958,FLIP,2,55,3,0.01010575923773928
13,2022-06-28,0,0,FLP471,FLIP,1,1,13,0.00473324482160912
130,2022-06-28,0,0,FLP665,FLIP,1,6,10,0.0020403630581604
1300,2022-06-28,0,0,FLP045,FLIP,2,55,4,0.02051956030081772
1301,2022-06-28,0,0,FLP923,FLIP,2,55,5,0.01426929229635557
1302,2022-06-28,0,0,INT106,Introgression,2,55,6,0.04749143754529855
1303,2022-06-28,0,0,FLP062,FLIP,2,55,7,0.03319895930510025
1304,2022-06-28,0,0,VVL009,Vavilov,2,55,8,0.05634515581553031
1305,2022-06-28,0,0,WLD148,Wild cicer,2,55,9,0.00596209984527391
1306,2022-06-28,0,0,FLP689,FLIP,2,55,10,0.03278823687131471
1307,2022-06-28,0,0,FLP768,FLIP,2,55,11,0.03959827980569425
1308,2022-06-28,0,0,INT085,Introgression,2,55,12,0.03039014782243787
1309,2022-06-28,0,0,FLP394,FLIP,2,55,13,0.06422506444436733
131,2022-06-28,0,0,WLD162,Wild cicer,1,6,11,8.115080344956162e-4
1310,2022-06-28,0,0,FLP751,FLIP,2,55,14,0.027130866573688132
1311,2022-06-28,0,0,FLP198,FLIP,2,55,15,0.07253556917314082
1312,2022-06-28,0,0,FLP880,FLIP,2,55,16,0.04143328164696189
1313,2022-06-28,0,0,FLP743,FLIP,2,55,17,0.04567962164787365
1314,2022-06-28,0,0,FLP652,FLIP,2,55,18,0.06328106530219897
1315,2022-06-28,0,0,INT102,Introgression,2,55,19,0.03343081874352757
1316,2022-06-28,0,0,FLP606,FLIP,2,55,20,0.04497410649951623
